2011-08-20 10:00:00,Informação de UR não disponível
2011-08-20 11:00:00,Informação de UR não disponível
2011-08-25 14:00:00,Informação de UR não disponível
2011-10-06 13:00:00,Informação de UR não disponível
2011-10-16 14:00:00,Informação de UR não disponível
2011-10-16 16:00:00,Informação de UR não disponível
2011-10-16 20:00:00,Informação de UR não disponível
2011-10-16 21:00:00,Informação de UR não disponível
2011-10-19 15:00:00,Informação de UR não disponível
2011-10-19 16:00:00,Informação de UR não disponível
2011-11-13 23:00:00,Informação de UR não disponível
2011-11-14 09:00:00,Informação de UR não disponível
2011-11-16 14:00:00,Informação de UR não disponível
2011-12-01 19:00:00,Informação de UR não disponível
2011-12-01 20:00:00,Informação de UR não disponível
2011-12-07 23:00:00,Informação de UR não disponível
2011-12-08 17:00:00,Informação de UR não disponível
2011-12-08 18:00:00,Informação de UR não disponível
2011-12-08 20:00:00,Informação de UR não disponível
2011-12-09 11:00:00,Informação de UR não disponível
2011-12-09 14:00:00,Informação de UR não disponível
2011-12-09 15:00:00,Informação de UR não disponível
2011-12-10 08:00:00,Informação de UR não disponível
2011-12-11 12:00:00,Informação de UR não disponível
2011-12-14 20:00:00,Informação de UR não disponível
2011-12-16 21:00:00,Informação de UR não disponível
2011-12-16 22:00:00,Informação de UR não disponível
2011-12-16 23:00:00,Informação de UR não disponível
2011-12-18 00:00:00,Informação de UR não disponível
2011-12-19 02:00:00,Informação de UR não disponível
2011-12-19 04:00:00,Informação de UR não disponível
2011-12-19 19:00:00,Informação de UR não disponível
2011-12-19 20:00:00,Informação de UR não disponível
2011-12-19 21:00:00,Informação de UR não disponível
2011-12-26 03:00:00,Informação de UR não disponível
2011-12-26 08:00:00,Informação de UR não disponível
2011-12-26 15:00:00,Informação de UR não disponível
2011-12-26 17:00:00,Informação de UR não disponível
2011-12-26 18:00:00,Informação de UR não disponível
2011-12-27 21:00:00,Informação de UR não disponível
2011-12-27 22:00:00,Informação de UR não disponível
2011-12-27 23:00:00,Informação de UR não disponível
2011-12-28 00:00:00,Informação de UR não disponível
2011-12-28 22:00:00,Informação de UR não disponível
2011-12-29 16:00:00,Informação de UR não disponível
2012-02-10 21:00:00,Informação de UR não disponível
2012-02-11 03:00:00,Informação de UR não disponível
2012-02-11 04:00:00,Informação de UR não disponível
2012-03-16 20:00:00,Informação de UR não disponível
2012-09-18 13:00:00,Informação de UR não disponível
2013-06-16 03:00:00,NA
2013-06-16 04:00:00,NA
2013-06-16 05:00:00,NA
2013-06-16 06:00:00,NA
2013-06-16 07:00:00,NA
2013-06-16 08:00:00,NA
2013-06-16 09:00:00,NA
2013-06-16 10:00:00,NA
2013-06-16 11:00:00,NA
2013-06-16 12:00:00,NA
2013-06-16 13:00:00,NA
2013-06-16 14:00:00,NA
2013-06-16 15:00:00,NA
2013-06-16 16:00:00,NA
2013-06-16 17:00:00,NA
2013-06-16 18:00:00,NA
2013-06-16 19:00:00,NA
2013-06-16 20:00:00,NA
2013-06-16 21:00:00,NA
2013-06-16 22:00:00,NA
2013-06-16 23:00:00,NA
2013-06-17 00:00:00,NA
2013-06-17 01:00:00,NA
2013-06-17 02:00:00,NA
2013-06-17 03:00:00,NA
2013-06-17 04:00:00,NA
2013-06-17 05:00:00,NA
2013-06-17 06:00:00,NA
2013-06-17 07:00:00,NA
2013-06-17 08:00:00,NA
2013-06-17 09:00:00,NA
2013-06-17 10:00:00,NA
2013-06-17 11:00:00,NA
2013-06-17 12:00:00,NA
2013-06-17 13:00:00,NA
2013-06-17 14:00:00,NA
2013-06-17 15:00:00,NA
2013-06-17 16:00:00,NA
2013-06-17 17:00:00,NA
2013-06-17 18:00:00,NA
2013-06-17 19:00:00,NA
2013-06-17 20:00:00,NA
2013-06-17 21:00:00,NA
2013-06-17 22:00:00,NA
2013-06-17 23:00:00,NA
2014-02-12 13:00:00,NA
2014-08-06 03:00:00,NA
2014-08-06 04:00:00,NA
2014-08-06 05:00:00,NA
2014-08-06 06:00:00,NA
2014-08-06 07:00:00,NA
2014-08-06 08:00:00,NA
2014-08-06 09:00:00,NA
2014-08-06 10:00:00,NA
2014-08-06 11:00:00,NA
2014-08-06 12:00:00,NA
2014-08-06 13:00:00,NA
2014-08-06 14:00:00,NA
2014-08-06 15:00:00,NA
2014-08-06 16:00:00,NA
2014-08-06 17:00:00,NA
2014-08-06 18:00:00,NA
2014-08-06 19:00:00,NA
2014-08-06 20:00:00,NA
2014-08-06 21:00:00,NA
2014-08-06 22:00:00,NA
2014-08-06 23:00:00,NA
2014-08-07 00:00:00,NA
2014-08-07 01:00:00,NA
2014-08-07 02:00:00,NA
2014-08-07 03:00:00,NA
2014-08-07 04:00:00,NA
2014-08-07 05:00:00,NA
2014-08-07 06:00:00,NA
2014-08-07 07:00:00,NA
2014-08-07 08:00:00,NA
2014-08-07 09:00:00,NA
2014-08-07 10:00:00,NA
2014-08-07 11:00:00,NA
2014-08-07 12:00:00,NA
2014-08-07 13:00:00,NA
2014-08-07 14:00:00,NA
2014-08-07 15:00:00,NA
2014-08-07 16:00:00,NA
2014-08-07 17:00:00,NA
2014-08-07 18:00:00,NA
2014-08-07 19:00:00,NA
2014-08-07 20:00:00,NA
2014-08-07 21:00:00,NA
2014-08-07 22:00:00,NA
2014-08-07 23:00:00,NA
2014-08-08 00:00:00,NA
2014-08-08 01:00:00,NA
2014-08-08 02:00:00,NA
2014-08-08 03:00:00,NA
2014-08-08 04:00:00,NA
2014-08-08 05:00:00,NA
2014-08-08 06:00:00,NA
2014-08-08 07:00:00,NA
2014-08-08 08:00:00,NA
2014-08-08 09:00:00,NA
2014-08-08 10:00:00,NA
2014-08-08 11:00:00,NA
2014-08-08 12:00:00,NA
2014-08-08 13:00:00,NA
2014-08-08 14:00:00,NA
2014-08-08 15:00:00,NA
2014-08-08 16:00:00,NA
2014-08-08 17:00:00,NA
2014-08-08 18:00:00,NA
2014-08-08 19:00:00,NA
2014-08-08 20:00:00,NA
2014-08-08 21:00:00,NA
2014-08-08 22:00:00,NA
2014-08-08 23:00:00,NA
2014-08-09 00:00:00,NA
2014-08-09 01:00:00,NA
2014-08-09 02:00:00,NA
2014-08-09 03:00:00,NA
2014-08-09 04:00:00,NA
2014-08-09 05:00:00,NA
2014-08-09 06:00:00,NA
2014-08-09 07:00:00,NA
2014-08-09 08:00:00,NA
2014-08-09 09:00:00,NA
2014-08-09 10:00:00,NA
2014-08-09 11:00:00,NA
2014-08-09 12:00:00,NA
2014-08-09 13:00:00,NA
2014-08-09 14:00:00,NA
2014-08-09 15:00:00,NA
2014-08-09 16:00:00,NA
2014-08-09 17:00:00,NA
2014-08-09 18:00:00,NA
2014-08-09 19:00:00,NA
2014-08-09 20:00:00,NA
2014-08-09 21:00:00,NA
2014-08-09 22:00:00,NA
2014-08-09 23:00:00,NA
2015-02-17 07:00:00,Informação de UR não disponível
2018-03-22 01:00:00,Informação de UR não disponível
2018-05-11 09:00:00,Informação de UR não disponível
2018-11-17 21:00:00,Informação de UR não disponível
2020-02-29 16:00:00,Informação de UR não disponível
2020-02-29 17:00:00,Informação de UR não disponível
2020-02-29 18:00:00,Informação de UR não disponível
2020-02-29 19:00:00,Informação de UR não disponível
2020-03-05 12:00:00,Informação de UR não disponível
2020-03-05 13:00:00,Informação de UR não disponível
2020-09-09 00:00:00,Informação de UR não disponível
2020-09-09 01:00:00,Informação de UR não disponível
2020-09-09 02:00:00,Informação de UR não disponível
2020-09-09 03:00:00,Informação de UR não disponível
2020-09-09 04:00:00,Informação de UR não disponível
2020-09-09 05:00:00,Informação de UR não disponível
2020-09-09 06:00:00,Informação de UR não disponível
